Respondent_Serial,brand,OSAT,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Has a wide range of ingredients,Portions are the right size for my appetite,Is worth the price,Is a good value for the money,Has enticing promotional offers,Ordering is simple and easy,Integrates technology into its ordering process,Restaurant is clean,Ingredients are fresh,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,State,sales,Total subs sold in a year,Payment Used,Wait Time
708,McDonalds,5,6,5,6,5,6,5,6,6,6,5,5,5,5,5,Kentucky,9786.048988,556962.6731,Cash,11
714,Panera,6,5,6,5,5,5,4,4,5,5,5,5,6,5,6,Massachusetts,3905.862969,839309.5711,Cash,10
722,Firehouse Subs,5,6,6,6,6,5,6,5,6,4,6,6,5,6,6,Mississippi,9593.129996,320756.6009,Apple Pay,13
722,Panera,6,7,6,6,7,6,6,6,6,4,7,6,6,6,7,Missouri,2513.749974,855976.6025,Credit Card,8
728,Chipotle,7,7,7,7,5,7,7,6,7,6,6,7,6,6,5,Montana,9160.857854,347970.5262,Debit Card,7
728,Jersey Mikes,6,7,7,7,7,7,7,7,7,6,6,6,7,6,7,Nebraska,719.1106294,725571.8564,Debit Card,12
740,Jersey Mikes,3,6,5,6,5,6,5,5,5,5,6,5,6,5,6,New Jersey,8098.556301,53207.18233,Google Pay,11
740,Jimmy Johns,4,4,6,4,3,4,3,5,5,6,6,4,3,3,7,New Mexico,3991.28274,560264.0052,Credit Card,13
763,Subway,6,5,6,5,6,5,5,5,5,5,5,5,5,6,5,North Dakota,2893.173544,901225.7081,Google Pay,8
763,McDonalds,4,5,5,5,4,5,5,4,6,4,5,4,4,4,4,Ohio,5062.111346,155937.2618,Apple Pay,8
788,Subway,4,3,5,4,3,4,4,4,4,3,5,4,5,4,5,Pennsylvania,5523.775006,400174.231,Google Pay,7
788,McDonalds,5,4,5,5,6,4,5,6,5,5,5,5,5,4,6,Rhode Island,2420.728495,752197.2341,Google Pay,14
795,Firehouse Subs,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,South Carolina,8913.113364,405894.4163,Samsung Pay,9
795,McDonalds,7,4,5,7,3,3,4,4,7,4,3,7,4,7,1,South Dakota,3118.279284,325594.8848,Apple Pay,11
799,Jimmy Johns,7,6,7,6,7,6,6,5,7,5,6,7,7,7,7,Texas,1525.423409,424113.7781,Credit Card,6
853,Firehouse Subs,6,7,6,7,7,6,6,6,6,6,6,6,6,6,6,Alaska,853.2209334,808819.1776,Google Pay,14
853,Jersey Mikes,7,7,6,7,7,6,6,6,7,6,6,7,7,7,6,Arizona,4780.916788,101090.6453,Google Pay,13
861,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,California,3399.512665,802938.179,Google Pay,10
865,Chipotle,6,5,6,6,6,7,6,6,5,6,6,5,6,7,6,Colorado,9111.516834,687093.7356,Apple Pay,5
865,Firehouse Subs,6,6,5,7,5,6,6,5,6,6,6,6,7,7,5,Connecticut,787.5602734,582588.3587,Samsung Pay,9
870,Chipotle,5,4,5,4,3,5,4,3,4,4,4,4,4,4,4,Delaware,9608.577072,484083.2718,Debit Card,6
870,Panera,5,4,5,4,4,4,3,4,5,4,5,5,4,4,5,Florida,6320.182066,169734.6643,Apple Pay,9
880,Firehouse Subs,1,4,1,4,5,1,1,1,4,1,5,4,4,4,4,Idaho,1352.808772,286297.2291,Cash,7
881,Subway,4,4,4,4,7,6,4,2,4,3,3,5,3,5,4,Indiana,5893.148338,754403.5324,Credit Card,13
881,Jersey Mikes,4,7,4,6,6,6,4,3,7,5,4,4,2,6,3,Iowa,4396.70593,618485.717,Apple Pay,5
882,Subway,4,3,3,7,2,7,7,6,3,6,6,2,5,6,7,Kansas,458.2564878,139754.6053,Apple Pay,5
882,Jersey Mikes,3,4,6,4,4,6,5,4,6,5,4,4,7,6,5,Kentucky,1299.495954,896798.2629,Samsung Pay,6
894,Jersey Mikes,6,6,6,6,5,5,6,5,6,6,6,6,6,5,5,Maryland,4151.138493,54979.80657,Apple Pay,8
900,Jersey Mikes,6,6,6,6,5,6,6,6,6,7,7,7,5,7,6,Michigan,3062.524112,64076.02114,Samsung Pay,10
900,Panera,5,5,6,6,6,6,6,6,7,5,5,5,7,6,7,Minnesota,5324.05922,267051.074,Cash,13
919,Firehouse Subs,3,5,5,6,6,2,5,3,4,3,5,3,6,5,4,Nebraska,7418.50681,990621.2328,Cash,8
919,Jersey Mikes,4,6,5,4,6,5,4,7,5,4,6,6,6,6,7,Nevada,683.1783879,702249.2609,Cash,6
923,Subway,5,4,6,5,4,2,6,3,6,6,6,6,3,5,5,New Mexico,2471.814675,612813.2846,Apple Pay,9
923,McDonalds,3,3,2,5,2,6,6,2,6,3,5,3,3,4,2,New York,3129.600833,840704.8843,Apple Pay,7
932,Firehouse Subs,5,6,5,6,5,4,6,7,4,5,6,6,6,4,6,North Carolina,8666.335165,875346.6406,Apple Pay,15
932,Panera,6,7,6,7,7,6,6,7,6,6,6,5,7,6,7,North Dakota,8092.043532,198181.5864,Cash,11
935,Chipotle,5,5,6,5,6,5,6,6,5,5,6,6,6,5,6,Ohio,9268.648803,595511.3285,Samsung Pay,9
935,Jimmy Johns,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Oklahoma,2617.190205,230186.3919,Debit Card,7
941,Chipotle,4,3,4,4,4,4,5,4,4,4,5,4,4,4,3,Oregon,1903.686049,742289.5917,Samsung Pay,15
941,Panera,6,4,5,4,5,4,4,5,5,4,5,5,5,5,5,Pennsylvania,5564.526007,444410.9524,Google Pay,8
949,Jersey Mikes,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,Rhode Island,161.4543172,233024.5189,Apple Pay,15
967,Firehouse Subs,6,6,7,7,6,6,6,7,7,6,7,7,7,6,7,Texas,5200.118758,796324.4911,Credit Card,14
967,Panera,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,Utah,1790.832774,519729.0294,Apple Pay,11
970,Firehouse Subs,6,5,5,6,6,6,6,5,7,5,6,7,7,7,7,Vermont,8436.37499,221093.2359,Apple Pay,14
970,Jimmy Johns,6,5,5,5,4,6,5,4,6,6,5,7,6,7,7,Virginia,1722.008635,923276.3484,Google Pay,10
975,Firehouse Subs,6,5,5,6,6,5,6,6,6,5,5,6,5,5,7,West Virginia,1254.316788,172975.347,Apple Pay,13
1007,Jersey Mikes,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,California,1359.753645,256309.3738,Apple Pay,10
1007,Jimmy Johns,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Colorado,2069.399015,892311.5972,Google Pay,13
1026,Chipotle,4,4,4,4,4,4,4,4,5,5,5,5,4,4,1,Florida,9809.546512,299660.4477,Google Pay,7
1026,Jimmy Johns,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Georgia,5342.018136,929126.0153,Google Pay,7
1080,Firehouse Subs,5,5,4,4,7,7,7,4,7,5,5,5,6,7,7,Illinois,4557.453786,422160.2416,Samsung Pay,6
1080,Jimmy Johns,5,4,4,5,6,6,6,6,4,6,6,5,4,5,7,Indiana,2244.553321,685670.2415,Google Pay,14
1091,Jimmy Johns,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,Iowa,5435.717284,548568.5562,Debit Card,9
1106,Firehouse Subs,7,4,7,6,6,5,6,6,5,7,4,5,7,5,7,Maine,6409.160694,146854.7776,Cash,10
1106,Jersey Mikes,7,5,7,7,6,5,6,4,5,7,5,4,7,4,7,Maryland,7622.299083,172248.3775,Google Pay,12
1108,McDonalds,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,Michigan,339.6667765,611114.2024,Google Pay,13
1112,Jersey Mikes,3,3,2,3,2,3,3,3,3,2,3,3,3,2,3,Montana,3391.179543,217707.7928,Credit Card,15
1117,McDonalds,5,4,2,3,4,5,5,3,5,3,2,2,4,3,2,Nevada,6305.812216,387844.2977,Google Pay,6
1123,Jimmy Johns,6,4,2,5,5,5,5,3,5,5,5,5,5,5,5,New Hampshire,5199.858063,896279.7216,Cash,5
1123,Panera,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,New Jersey,1707.315358,201285.7942,Debit Card,5
1125,Subway,7,7,5,6,6,6,7,7,6,7,6,7,6,6,7,New Mexico,7701.029932,801246.3805,Debit Card,15
1125,Jersey Mikes,5,5,6,6,7,5,6,5,6,5,6,5,6,5,4,New York,9965.503965,617440.5708,Credit Card,6
1131,Firehouse Subs,5,5,5,5,6,6,6,4,5,4,5,7,7,7,7,Ohio,9874.233517,812810.9166,Samsung Pay,9
1131,McDonalds,5,6,4,5,5,5,6,5,6,6,4,3,2,1,2,Oklahoma,8866.465332,780083.4961,Apple Pay,14
1151,Chipotle,6,7,6,7,7,7,7,7,7,6,7,7,6,7,7,Rhode Island,9854.51615,278353.4807,Cash,14
1182,Subway,4,4,4,5,5,4,5,4,5,5,5,6,4,5,6,Vermont,3592.161699,559210.468,Samsung Pay,8
1182,Firehouse Subs,4,5,6,5,5,6,6,5,7,5,5,5,5,6,6,Virginia,5130.337237,513839.995,Cash,12
1188,Subway,5,5,4,5,5,4,4,3,5,4,6,5,5,5,4,Washington,8838.700446,814286.0201,Cash,10
1188,McDonalds,7,5,6,7,7,7,5,6,6,7,7,5,6,7,7,West Virginia,4493.25739,189270.8096,Apple Pay,13
1191,Jersey Mikes,7,7,5,6,6,6,7,6,7,6,7,5,7,5,6,Wisconsin,1868.969141,436450.0364,Google Pay,5
1191,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Wyoming,1894.134812,743784.7117,Debit Card,11
1208,Chipotle,6,6,5,5,5,5,5,5,5,4,5,5,5,5,5,Alabama,5508.500251,274428.8662,Cash,6
1208,Firehouse Subs,6,5,6,5,4,5,5,4,5,4,5,4,6,5,5,Alaska,3517.632821,685634.5753,Google Pay,11
1209,Subway,7,6,7,6,6,6,6,6,6,6,6,7,5,6,6,Arizona,2266.925047,537294.3262,Cash,7
1209,Panera,7,6,6,6,6,6,6,6,7,6,6,6,6,6,5,Arkansas,1621.970814,557119.8857,Debit Card,13
1210,Jimmy Johns,5,6,5,5,6,6,6,5,6,6,6,5,6,6,5,California,4772.541568,635399.9335,Credit Card,7
1245,Jimmy Johns,6,7,7,6,7,6,6,7,6,6,7,7,5,5,6,Florida,4375.765438,613842.3705,Google Pay,13
1245,McDonalds,7,7,7,7,7,7,6,7,6,5,7,7,6,6,7,Georgia,5901.349318,656955.3617,Apple Pay,14
1262,Jersey Mikes,3,3,3,7,3,7,4,3,7,4,3,3,3,3,4,Iowa,3767.344329,346940.8585,Google Pay,5
1262,McDonalds,4,7,6,5,7,7,6,5,5,6,6,6,7,5,7,Kansas,3809.072625,861004.2911,Google Pay,6
1265,Jersey Mikes,5,3,3,6,6,4,7,4,5,5,6,6,5,3,4,Kentucky,9299.946066,549467.6519,Google Pay,10
1265,Jimmy Johns,6,4,5,6,5,5,6,6,7,3,6,7,7,4,6,Louisiana,6535.323952,642622.8076,Apple Pay,9
1267,Subway,5,6,6,6,6,6,7,5,5,4,6,6,7,6,6,Maine,3550.183835,916045.2833,Google Pay,5
1267,Firehouse Subs,5,7,4,6,7,5,7,4,4,4,5,5,7,4,6,Maryland,4162.298177,543601.2255,Credit Card,11
1286,Jersey Mikes,6,7,7,7,7,5,7,7,6,6,7,7,7,7,7,Minnesota,1821.066445,422192.0392,Apple Pay,12
1286,Jimmy Johns,6,7,7,7,7,7,7,7,7,7,5,7,7,7,7,Mississippi,3826.958405,70846.71092,Samsung Pay,6
1300,Firehouse Subs,4,7,4,5,6,4,4,6,5,4,6,6,5,5,5,Nebraska,8655.51758,791938.8591,Samsung Pay,14
1300,Jimmy Johns,5,5,5,6,5,7,5,5,5,7,6,4,6,6,4,Nevada,8656.738349,954654.3107,Google Pay,11
1367,Jersey Mikes,5,6,6,6,6,6,5,5,6,6,5,6,6,6,6,New Hampshire,7986.68166,571137.7245,Credit Card,7
1367,Panera,5,7,6,6,5,6,5,6,5,6,6,6,6,6,5,New Jersey,7919.854205,68521.81323,Credit Card,12
1390,Jimmy Johns,4,1,7,4,7,6,7,1,7,4,7,7,7,7,7,New Mexico,5989.005854,10299.11831,Credit Card,10
1390,McDonalds,4,6,1,3,7,6,7,7,7,7,1,1,3,1,1,New York,7054.626522,540545.6721,Google Pay,13
1404,Chipotle,7,5,5,6,5,5,6,6,6,7,6,6,7,6,7,North Carolina,1118.239138,42053.44465,Credit Card,6
1404,Panera,5,5,7,7,6,6,7,7,7,7,7,6,7,6,7,North Dakota,4649.9225,470465.6835,Debit Card,12
1460,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Ohio,1377.375664,469732.8035,Credit Card,8
1460,Panera,3,3,3,4,2,3,3,3,4,2,3,3,3,3,3,Oklahoma,4982.23628,941576.6982,Samsung Pay,11
1469,Chipotle,5,5,5,5,4,5,6,6,5,4,6,5,6,5,5,Oregon,4433.319833,499381.8828,Samsung Pay,6
1469,Jimmy Johns,5,4,6,5,7,6,5,5,5,5,5,5,5,5,5,Pennsylvania,9215.075086,281146.6746,Debit Card,7
1479,Subway,3,5,2,4,3,4,5,3,2,5,5,3,6,4,3,Rhode Island,1140.201784,107194.4921,Google Pay,10
1479,McDonalds,5,3,5,4,6,3,4,3,5,2,4,3,5,5,3,South Carolina,5075.535569,533081.8888,Google Pay,15
1490,Chipotle,5,4,4,4,4,3,4,4,3,4,4,4,4,4,4,South Dakota,4441.781425,820068.5645,Credit Card,12
1490,Panera,4,3,3,4,4,4,4,4,4,4,3,4,4,3,4,Tennessee,6788.498214,898193.3462,Cash,5
1491,McDonalds,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Utah,3347.818162,58741.34118,Cash,7
1510,Subway,5,5,5,5,6,5,5,4,5,4,4,6,5,5,5,Vermont,7378.241351,519318.3134,Samsung Pay,11
1539,Chipotle,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Washington,7990.738798,549064.7153,Apple Pay,13
1539,McDonalds,5,7,4,7,7,7,7,7,7,7,7,7,7,7,4,West Virginia,3408.632236,80764.48664,Google Pay,6
1542,Jersey Mikes,5,6,4,7,4,5,5,4,4,5,5,5,5,4,4,Wisconsin,7637.031235,907324.4981,Debit Card,9
1542,Jimmy Johns,5,5,4,6,5,7,6,6,6,6,4,7,6,4,6,Wyoming,4913.775838,348741.741,Samsung Pay,7
1551,Jimmy Johns,3,2,2,3,4,3,4,3,4,1,3,3,3,1,2,Alaska,7504.960717,945943.325,Apple Pay,9
1614,Chipotle,6,6,6,6,7,6,5,7,6,5,5,7,5,6,7,Delaware,265.0835322,326365.9818,Cash,14
1665,Subway,3,3,4,4,4,4,5,4,3,5,5,4,4,5,4,Georgia,818.1919043,482430.6394,Debit Card,14
1665,Panera,4,4,5,5,5,4,4,3,5,4,6,5,4,5,5,Hawaii,2909.711328,618688.0865,Debit Card,6
1670,Chipotle,6,5,4,4,4,4,4,3,4,5,4,5,5,3,4,Idaho,1778.594367,722760.8868,Google Pay,10
1670,Firehouse Subs,4,4,5,5,5,4,5,3,4,3,4,5,2,4,4,Illinois,8946.826618,741990.0989,Debit Card,5
1759,Jersey Mikes,6,7,5,4,4,4,4,4,6,4,7,6,7,6,6,Indiana,9068.935336,613263.5569,Google Pay,7
1759,Jimmy Johns,6,5,5,5,5,6,6,4,6,4,7,7,6,6,6,Iowa,2912.542494,689530.3412,Google Pay,6
1782,Subway,5,5,5,6,4,5,5,6,5,4,5,6,5,6,7,Louisiana,8359.932031,365357.2701,Google Pay,9
1786,Jersey Mikes,4,7,5,7,7,5,7,4,6,6,5,6,6,6,6,Maryland,735.5201559,801409.2912,Samsung Pay,12
1786,Panera,5,5,7,7,5,5,6,4,7,5,5,7,6,7,7,Massachusetts,3818.764592,615107.5074,Apple Pay,14
1835,Jimmy Johns,6,7,6,7,6,7,6,6,7,7,6,6,7,7,7,Michigan,5690.09441,34347.28474,Google Pay,15
1835,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Minnesota,2441.055981,364207.0609,Samsung Pay,10
1855,Chipotle,5,4,6,5,5,4,6,5,5,6,5,6,6,7,5,Mississippi,828.6430319,466348.2192,Google Pay,7
1855,Panera,5,6,7,5,4,6,6,5,6,5,5,7,5,5,5,Missouri,7264.570827,123335.1042,Samsung Pay,9
1878,McDonalds,7,7,5,7,7,7,7,7,7,7,7,7,7,6,7,Nebraska,353.3205589,704278.112,Cash,13
1889,Firehouse Subs,6,7,4,5,5,6,7,7,5,5,5,4,5,6,5,Nevada,4772.893352,383087.3551,Cash,15
1889,Jimmy Johns,6,5,4,6,7,5,7,5,7,5,7,6,6,5,4,New Hampshire,6862.40379,237938.6469,Samsung Pay,5
1895,Firehouse Subs,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,New Jersey,1247.647398,101222.1593,Cash,10
1895,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,New Mexico,2637.726963,675594.003,Google Pay,12
1897,Chipotle,4,4,4,5,5,5,6,4,6,3,5,5,5,5,3,New York,6800.956945,65743.63401,Credit Card,8
1897,Panera,5,6,6,5,5,6,6,4,6,4,5,3,4,5,6,North Carolina,5030.413545,389989.2822,Debit Card,9
1947,Chipotle,6,7,7,5,6,7,7,6,6,6,5,6,7,6,6,North Dakota,277.1000737,95164.32404,Cash,13
1947,Jersey Mikes,6,6,5,6,7,6,7,6,7,5,7,7,6,7,6,Ohio,2373.584736,237782.1639,Debit Card,7
1951,Subway,2,5,3,4,3,5,5,4,4,3,3,3,3,4,3,Oklahoma,4218.782554,706222.4651,Google Pay,14
1965,Panera,6,5,2,2,3,3,2,4,3,5,4,2,6,2,2,Rhode Island,241.6765371,273131.0104,Google Pay,5
1969,Jimmy Johns,4,6,5,5,6,7,7,6,7,7,5,4,5,6,7,South Carolina,7609.245028,883060.3551,Debit Card,5
1969,McDonalds,6,5,7,5,6,7,7,6,6,7,4,5,7,6,5,South Dakota,1713.791269,308354.045,Samsung Pay,13
1987,Chipotle,5,5,4,4,5,4,4,5,5,4,5,4,4,3,3,Tennessee,1174.304803,425306.9953,Cash,14
1987,Jimmy Johns,4,3,5,4,4,3,4,4,4,4,4,5,4,4,4,Texas,8707.579353,809256.5277,Cash,5
1999,Jersey Mikes,7,6,6,6,6,7,5,6,6,4,7,7,6,6,6,Utah,554.7933046,703627.9425,Apple Pay,14
1999,Panera,3,1,3,3,3,1,2,2,5,1,2,5,4,4,3,Vermont,170.5780981,100004.515,Google Pay,7
2041,Firehouse Subs,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Virginia,7389.318062,145085.1113,Cash,5
2041,Panera,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Washington,946.7163283,778181.5695,Cash,9
2044,Firehouse Subs,5,4,5,5,5,5,4,5,5,4,6,5,5,3,4,West Virginia,3780.871834,660537.5528,Cash,14
2044,Jimmy Johns,5,4,4,4,5,4,4,5,5,5,4,5,4,4,3,Wisconsin,2091.749724,349738.3272,Google Pay,15
2062,Subway,7,6,6,6,6,7,7,7,7,7,6,7,7,6,6,Alaska,2688.283228,997596.2437,Samsung Pay,14
2062,Firehouse Subs,5,7,5,7,7,7,7,5,7,5,7,7,7,7,7,Arizona,7996.319709,599155.2516,Apple Pay,5
2063,Firehouse Subs,5,6,6,7,6,6,6,6,7,6,7,6,5,6,6,Arkansas,678.0886163,714626.2315,Samsung Pay,6
2063,Jersey Mikes,7,7,6,5,6,7,6,7,7,7,7,7,7,6,7,California,2589.844004,181487.0972,Samsung Pay,11
2088,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Colorado,7008.241418,491108.9875,Debit Card,10
2159,Panera,6,7,6,7,5,7,5,4,6,7,5,6,5,5,7,Delaware,9670.245826,226230.707,Debit Card,6
2165,Chipotle,6,4,5,4,4,5,5,4,4,3,5,6,4,5,4,Florida,9160.524785,860135.6589,Debit Card,6
2165,McDonalds,6,4,3,5,4,5,6,5,4,5,4,3,5,3,4,Georgia,9673.429397,633513.5951,Debit Card,9
2182,Subway,7,5,5,5,6,6,6,7,6,6,6,5,6,6,6,Hawaii,3953.157117,163870.6333,Samsung Pay,14
2187,Jimmy Johns,6,6,6,6,5,5,5,5,6,5,5,5,5,5,5,Indiana,3054.449418,944323.1794,Samsung Pay,10
2197,Jersey Mikes,5,3,5,4,4,4,5,4,4,4,4,4,4,4,4,Iowa,9250.226806,754471.2266,Credit Card,6
2197,Jimmy Johns,6,5,5,5,5,5,5,4,5,5,5,5,5,5,5,Kansas,7033.061095,449536.5298,Cash,13
2207,Subway,7,7,7,7,7,5,4,4,6,4,7,7,7,7,7,Kentucky,84.59876901,632899.1445,Apple Pay,6
2228,Jersey Mikes,4,5,4,4,4,4,4,6,6,4,4,5,4,5,4,Maine,1603.049542,874687.0761,Apple Pay,7
2228,McDonalds,7,6,6,7,6,6,6,6,7,7,7,6,7,7,5,Maryland,8926.729332,674275.0716,Google Pay,6
2275,Chipotle,3,4,3,4,5,4,5,3,4,4,4,4,5,4,5,Massachusetts,312.8444371,654126.5624,Google Pay,14
2275,Jimmy Johns,5,5,4,4,5,5,5,4,4,4,5,5,4,5,5,Michigan,1721.317779,33498.14104,Cash,15
2285,Firehouse Subs,7,7,7,7,6,7,7,7,7,6,6,6,7,7,7,Minnesota,1862.763821,933303.272,Apple Pay,11
2285,McDonalds,7,7,6,6,6,7,6,7,7,7,6,7,7,7,7,Mississippi,2528.714995,887185.3603,Apple Pay,12
2381,Chipotle,4,5,4,5,5,5,5,4,5,5,5,5,5,4,5,Nebraska,3783.275488,352983.2893,Google Pay,8
2381,McDonalds,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Nevada,2412.57935,612899.8905,Cash,10
2384,Subway,5,5,4,6,5,7,5,7,7,7,5,7,5,7,6,New Hampshire,33.80052832,478357.4019,Apple Pay,7
2384,McDonalds,5,5,5,4,2,6,6,6,4,7,5,4,5,5,6,New Jersey,1209.856831,976703.0535,Debit Card,14
2387,Subway,7,6,5,6,7,6,6,6,6,4,6,6,6,6,3,New Mexico,3532.654521,786232.3379,Debit Card,6
2387,McDonalds,7,6,5,6,6,7,6,6,6,6,5,6,6,6,6,New York,7321.992959,485491.0173,Samsung Pay,7
2429,McDonalds,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,Ohio,7996.946414,108337.5413,Credit Card,7
2429,Panera,7,5,5,6,5,5,4,3,5,6,7,6,5,5,7,Oklahoma,60.64227622,594538.1592,Google Pay,8
2441,Jimmy Johns,4,2,4,3,4,4,4,4,5,4,4,4,4,3,6,Oregon,6999.33651,253479.3261,Debit Card,6
2441,Panera,4,5,5,5,5,3,3,3,4,4,4,5,6,5,5,Pennsylvania,6177.940691,26457.60633,Debit Card,13
2447,Jersey Mikes,5,6,5,6,5,7,5,5,5,7,6,5,6,6,6,Texas,1046.605174,285857.6952,Google Pay,5
2447,Panera,5,5,6,5,5,5,6,6,6,6,6,6,5,6,6,Utah,882.1771401,152725.1554,Cash,9
2470,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Alaska,5575.598726,192428.9553,Apple Pay,8
2485,Subway,4,5,3,5,4,4,5,3,5,5,3,4,3,3,5,California,5020.537373,483781.6379,Google Pay,9
2485,Jersey Mikes,5,4,3,4,5,5,5,3,5,5,5,5,4,5,5,Colorado,9037.991181,757381.6191,Samsung Pay,12
2586,Jimmy Johns,7,5,7,6,5,7,6,5,7,4,6,6,6,6,6,Connecticut,3412.492481,282800.5981,Credit Card,5
2586,McDonalds,7,6,3,7,7,6,5,6,7,5,5,5,7,4,7,Delaware,8282.74451,816040.5844,Credit Card,8
2595,Chipotle,6,7,7,7,6,6,6,6,7,7,7,7,7,7,7,Florida,21.7870017,889661.5186,Cash,13
2595,Firehouse Subs,7,7,7,7,6,7,6,6,7,6,7,7,7,7,7,Georgia,5417.058703,156390.157,Apple Pay,13
2598,Firehouse Subs,6,5,4,4,2,3,2,3,4,3,4,5,6,3,2,Hawaii,7273.334873,755693.0048,Cash,15
2598,Jersey Mikes,5,4,5,5,3,5,2,5,3,2,4,6,3,2,3,Idaho,2921.462586,992634.2775,Debit Card,12
2652,Subway,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Iowa,4032.284464,318175.6029,Credit Card,10
2652,Firehouse Subs,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,Kansas,5571.923197,240700.2642,Cash,11
2665,Jersey Mikes,6,6,6,6,5,6,6,6,6,5,6,5,6,6,6,Kentucky,4549.915083,474166.4789,Apple Pay,15
2665,McDonalds,6,6,6,5,7,6,5,6,6,7,6,6,6,6,7,Louisiana,5877.40007,726271.8198,Credit Card,15
2666,Jersey Mikes,5,7,5,6,6,5,5,6,6,6,7,6,6,7,6,Maine,1730.645172,20392.38162,Cash,7
2666,McDonalds,6,6,6,6,5,5,5,7,5,6,6,6,6,5,7,Maryland,6336.174425,77888.29148,Cash,9
2668,Chipotle,5,5,4,6,5,5,5,5,5,5,6,6,7,5,5,Massachusetts,3861.500385,339291.1919,Samsung Pay,15
2668,Jimmy Johns,4,4,4,4,4,4,3,5,5,4,4,3,3,5,4,Michigan,8355.170921,936907.7265,Apple Pay,6
2740,Firehouse Subs,5,6,5,7,6,6,6,4,6,5,7,6,7,6,5,Nebraska,1195.384373,475017.0794,Cash,15
2766,Subway,7,5,7,5,7,6,7,5,7,4,7,7,6,6,6,New Hampshire,6021.127167,440668.47,Google Pay,10
2766,Chipotle,6,4,4,7,7,3,7,4,4,5,7,7,7,4,6,New Jersey,9312.240073,363835.9893,Debit Card,14
2788,Subway,5,3,4,4,3,4,6,5,5,5,6,4,5,4,5,North Carolina,2875.279409,602955.7878,Debit Card,6
2788,Chipotle,2,2,3,2,3,3,2,2,5,2,3,1,1,3,1,North Dakota,3902.184397,363212.8856,Apple Pay,15
2793,Subway,6,7,5,5,6,7,6,7,6,5,7,6,7,5,4,Ohio,2280.877604,338947.4702,Debit Card,14
2793,Chipotle,2,3,2,2,1,3,5,4,5,1,2,3,3,2,2,Oklahoma,3517.817175,112690.367,Apple Pay,6
2805,Jersey Mikes,6,6,7,6,7,3,5,7,5,6,6,4,4,4,6,Oregon,3508.622223,753254.4644,Google Pay,12
2805,Jimmy Johns,6,7,7,5,7,7,6,5,7,4,7,5,5,7,4,Pennsylvania,3557.346974,288778.9173,Cash,13
2841,McDonalds,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,South Dakota,2466.545487,129993.7997,Samsung Pay,10
2875,Firehouse Subs,5,1,6,4,2,3,5,1,4,2,5,3,3,5,5,Vermont,6414.362359,286619.0907,Google Pay,11
2876,Firehouse Subs,7,7,7,5,6,7,6,7,6,7,7,7,7,6,6,Washington,7296.221348,71931.33274,Google Pay,6
2876,Jimmy Johns,7,6,7,6,7,6,6,7,7,7,6,7,6,7,7,West Virginia,4961.390456,948365.5107,Cash,10
2878,Subway,6,6,2,5,5,5,7,5,5,6,6,6,6,5,6,Wisconsin,1651.083325,570311.6964,Google Pay,7
2883,Firehouse Subs,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Alabama,7117.65196,126022.1867,Samsung Pay,8
2883,Jimmy Johns,6,6,6,6,6,5,6,6,6,5,5,6,6,6,6,Alaska,3168.281433,104816.1282,Debit Card,10
2888,Jersey Mikes,5,4,4,4,4,6,5,2,5,5,6,6,7,3,6,Arizona,6167.040226,440323.4585,Google Pay,7
2888,Panera,7,4,6,3,5,4,5,7,5,4,4,5,6,6,4,Arkansas,3076.389062,540859.2791,Apple Pay,10
2913,Jimmy Johns,6,5,5,5,7,7,7,7,7,6,6,6,6,4,6,Colorado,2911.458666,683018.3821,Samsung Pay,8
